PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
professional_annual,1,16,57715,634.0,6895.0,38507.0,5569.0,6110.0,3,11,7,65,36,15,7,17,0.46,155,37,50,10,41,17,0,15,1994.0,10.0,18950,15,169,151,117,341,11.0,0,610278,184681,322536,17341,31072,54648,81,2
professional_annual,1,27,57562,9449.0,10234.0,14901.0,12038.0,10940.0,8,4,5,53,12,9,2,28,0.6,114,5,8,48,53,0,0,11,0.0,0.0,55982,9,1719,1704,3609,6846,7.0,0,1189831,55994,875412,117228,75307,65890,38,1
business_annual_119,1,14,57264,8470.0,9885.0,25741.0,6406.0,6762.0,1,4,5,133,6,10,6,0,0.0,20,4,3,3,10,0,0,2,0.0,0.0,55771,10,7221,6569,729,7442,8.0,114,412665,22677,199988,131559,21156,37285,70,5
professional_annual_49,1,2,57257,114.0,249.0,121.0,56719.0,54.0,1,1,6,9,11,4,8,0,0.0,11,0,0,11,0,0,0,2,0.0,0.0,5532,4,0,0,5,55,4.0,0,99045,755,1257,957,95742,334,15,0
business_monthly,0,3,57193,33.0,28007.0,28010.0,1102.0,41.0,1,2,4,4,3,3,11,0,0.0,9,3,0,6,0,0,0,0,0.0,0.0,244,3,1,0,0,4,10.0,4,205230,105716,93528,197,5602,187,21,2
professional_annual_49,1,10,57138,1705.0,16485.0,20018.0,2.0,18928.0,0,1,6,11,4,3,4,0,0.0,34,33,0,0,1,0,0,8,0.0,0.0,0,3,566,57,802,0,6.0,0,359936,120544,49649,33730,2,156011,8,0
professional_annual_49,1,5,56547,153.0,9337.0,46239.0,30.0,788.0,1,4,5,23,11,7,4,2,0.22,13,7,2,1,3,0,0,20,0.0,0.0,4305,7,25,14,14,126,9.0,0,182682,60684,108084,1982,91,11841,4,4
professional_monthly,0,7,56081,1448.0,16826.0,27513.0,10046.0,248.0,1,1,11,31,9,13,10,2,0.13,63,16,14,16,16,0,1,5,0.0,0.0,9814,13,1014,611,301,959,6.0,0,572084,116616,302739,16531,124455,11743,31,3
professional_annual_49,1,22,55722,391.0,11496.0,13285.0,29786.0,764.0,4,7,4,52,3,7,3,1,0.02,35,9,9,11,6,0,0,1,0.0,0.0,18001,7,50,28,70,162,6.0,0,351169,28124,109653,3215,206251,3926,168,0
professional_annual,1,2,55135,1.0,15.0,80.0,55033.0,6.0,0,2,4,3,4,3,4,2,1.0,0,0,0,0,0,0,0,8,0.0,0.0,1122,3,0,0,0,0,8.0,0,59689,180,3656,31,55784,38,10,1
professional_monthly_69,0,1,54923,21.0,771.0,53996.0,113.0,22.0,0,2,13,11,6,3,9,1,1.0,21,0,5,4,11,0,1,0,37.0,1.0,576,3,0,0,11,16,18.0,0,116865,2326,113689,320,276,254,14,0
professional_annual,1,4,54586,158.0,589.0,3585.0,50216.0,38.0,0,9,3,8,4,3,5,1,0.12,92,29,24,28,9,2,0,1,0.0,0.0,3248,3,5,2,74,7,6.0,0,164979,3462,31870,1282,128156,209,57,2
professional_monthly_69,0,3,54539,10.0,81.0,13589.0,40847.0,12.0,0,4,5,17,4,3,4,1,0.06,2,0,2,0,0,0,0,5,0.0,0.0,1631,3,0,0,0,0,11.0,0,64708,285,22078,87,42220,38,7,2
professional_monthly,0,8,54221,927.0,9081.0,15912.0,26233.0,2068.0,2,4,9,39,6,3,7,2,0.1,49,18,11,8,10,2,0,4,0.0,0.0,2935,3,82,0,20,157,8.0,0,181386,46984,74574,10334,42129,7365,27,3
professional_annual_49,1,27,54218,17654.0,16092.0,19469.0,15.0,988.0,3,4,6,40,6,5,4,18,0.39,56,17,4,10,25,0,0,6,0.0,0.0,21455,5,61,1,115,15,11.0,3,509455,111179,257490,117995,15161,7630,93,1
professional_annual_49,1,1,53942,0.0,8236.0,45702.0,2.0,2.0,0,2,4,12,4,5,4,0,0.0,22,3,7,3,3,3,3,3,0.0,0.0,60573,5,0,0,0,0,5.0,0,366031,31475,242405,43,92094,14,145,0
business_annual_119,1,6,53156,11114.0,447.0,30534.0,7.0,11054.0,5,18,13,73,23,5,5,5,0.56,103,2,53,5,40,0,3,13,0.0,0.0,21090,5,838,2,5564,10939,16.0,0,518171,3359,292619,156707,3166,62320,19,2
professional_annual,1,30,52712,3384.0,1402.0,47567.0,0.0,359.0,3,3,5,39,28,3,4,19,0.45,64,3,9,1,48,2,1,7,0.0,0.0,72124,3,1063,1063,935,216,9.0,0,819602,61280,589428,167061,4,1829,78,1
professional_annual,1,16,52106,1637.0,22052.0,22225.0,808.0,5384.0,5,6,4,40,6,4,4,14,0.61,33,2,24,4,1,0,2,2,12.0,4.0,16723,4,179,2,340,265,3.0,0,1394568,86746,1187503,49925,4265,66129,42,1
basic_monthly,0,2,51659,7.0,10039.0,1609.0,39950.0,54.0,0,2,3,3,7,3,4,0,0.0,6,4,0,1,1,0,0,2,0.0,0.0,6,3,1,0,0,7,7.0,51,91664,47438,3706,150,40070,300,24,0
professional_annual,1,20,50951,5352.0,12431.0,32980.0,18.0,170.0,8,7,4,28,30,5,2,0,0.0,136,8,15,5,79,24,4,5,0.0,0.0,4675,5,2,1,5170,2,3.0,0,229203,50974,157716,19141,113,1259,42,1
professional_monthly,0,3,50830,303.0,281.0,322.0,49897.0,27.0,0,3,5,10,3,3,7,0,0.0,32,10,10,10,2,0,0,1,0.0,0.0,1438,3,8,0,24,158,4.0,0,501927,1203,4248,2335,493888,253,80,0
professional_annual,1,3,50797,1178.0,4579.0,23097.0,12095.0,9848.0,0,3,3,28,8,8,2,2,0.25,4,1,1,1,1,0,0,3,0.0,0.0,13416,8,33,8,165,40,4.0,0,396244,32082,188093,91419,16431,68219,48,4
basic_monthly,0,1,50655,9.0,20013.0,28846.0,1729.0,58.0,0,2,4,4,3,3,4,0,0.0,17,5,7,4,1,0,0,0,0.0,0.0,507,3,0,0,0,0,7.0,0,327046,107806,160909,78,57963,290,38,0
professional_monthly,0,1,50514,0.0,17.0,21.0,50476.0,0.0,0,2,4,0,6,3,11,1,1.0,5,0,0,5,0,0,0,0,0.0,0.0,7,3,0,0,0,0,4.0,0,196342,70,359,18,195885,10,27,0
business_annual,1,6,50458,1716.0,1734.0,1744.0,6402.0,38862.0,3,3,5,21,11,14,5,6,0.5,35,2,4,12,11,5,1,10,5.0,1.0,18424,14,622,511,482,1607,3.0,34,369348,7631,48919,37977,73974,200847,3,6
professional_annual,1,9,50012,3911.0,12966.0,28681.0,200.0,4254.0,5,52,5,27,11,3,8,3,0.17,115,29,21,19,32,9,5,13,0.0,0.0,10148,3,114,0,64,34,18.0,0,641959,139763,383329,64077,16885,37905,170,2
professional_annual_49,1,7,49510,323.0,3561.0,9710.0,138.0,35778.0,2,2,7,16,4,6,6,4,0.44,1,0,1,0,0,0,0,1,0.0,0.0,4360,6,186,4,86,56,7.0,0,240642,19833,102058,6478,1349,110924,7,1
professional_monthly_69,0,6,49379,12739.0,567.0,13599.0,12435.0,10039.0,1,4,9,6,4,3,4,0,0.0,59,3,17,21,18,0,0,1,0.0,0.0,380,3,1,0,709,11927,6.0,0,286740,40339,115868,81943,4809,43781,9,3
professional_annual,1,1,49165,114.0,20248.0,28667.0,113.0,23.0,0,1,5,3,4,5,6,0,0.0,12,2,2,2,2,2,2,0,0.0,0.0,0,5,57,35,38,27,7.0,0,149313,69302,78609,706,572,124,6,0
professional_annual,1,4,49102,2031.0,2043.0,2116.0,42790.0,122.0,0,4,5,6,4,3,20,0,0.0,54,5,6,18,12,8,5,12,0.0,0.0,1989,3,69,2,69,1934,7.0,0,313436,6976,15925,19031,269981,1523,262,3
business_annual,1,12,48753,1429.0,9547.0,8598.0,28797.0,382.0,7,4,5,11,5,3,4,0,0.0,33,13,0,5,14,1,0,1,0.0,0.0,0,3,58,11,151,1404,12.0,9,117753,48163,27225,11657,28890,1818,28,1
professional_monthly,0,3,48169,3.0,203.0,47958.0,0.0,5.0,2,3,4,2,3,3,4,1,0.2,11,4,7,0,0,0,0,1,0.0,0.0,5860,3,0,0,0,0,7.0,0,66980,422,66525,15,0,18,41,0
professional_monthly_69,0,4,48144,45.0,433.0,49.0,47605.0,12.0,1,1,6,8,3,3,3,0,0.0,50,10,29,11,0,0,0,1,0.0,0.0,3867,3,0,0,0,8,4.0,0,100120,1085,2746,452,95782,55,49,2
professional_monthly_69,0,1,47151,2.0,13169.0,33972.0,2.0,6.0,0,2,4,3,3,3,4,0,0.0,5,0,5,0,0,0,0,0,0.0,0.0,126,3,0,0,0,0,4.0,0,68423,16927,51451,25,0,20,9,0
professional_annual,1,12,46713,458.0,2651.0,1381.0,41990.0,233.0,2,5,4,39,18,3,5,2,0.07,94,23,20,41,8,1,1,11,0.0,0.0,16490,3,57,11,99,257,16.0,0,216015,7807,42492,5242,158823,1651,73,4
professional_monthly_69,0,4,46653,6127.0,4747.0,6263.0,17046.0,12470.0,2,7,8,26,9,4,5,1,0.2,11,2,3,3,3,0,0,3,0.0,0.0,4674,4,8,2,17,6208,7.0,0,293214,25543,88715,57887,55532,65537,15,3
professional_monthly_69,0,1,46318,3.0,10407.0,35903.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,30,7,23,0,0,0,0,2,0.0,0.0,2,3,0,0,0,2,4.0,0,187009,61950,125038,15,0,6,61,0
professional_annual_49,1,34,46143,1386.0,3131.0,33148.0,782.0,7696.0,13,5,7,60,4,4,4,0,0.0,34,5,6,8,15,0,0,6,149.0,6.0,8436,4,61,1,1040,11,3.0,0,228171,53580,116010,22646,2347,33588,78,0
professional_monthly,0,20,45946,15674.0,14720.0,14589.0,3.0,960.0,3,20,5,40,3,4,4,1,0.03,53,11,10,9,17,4,2,1,0.0,0.0,10106,4,1142,29,2786,10048,5.0,0,350400,134682,74854,127413,13,13438,20,1
basic_monthly_24,0,1,45732,7.0,27151.0,15033.0,3537.0,4.0,0,2,4,4,8,6,5,1,1.0,62,11,11,11,11,9,9,1,0.0,0.0,1244,6,0,0,0,2,16.0,0,424669,133003,287954,41,3654,17,48,0
professional_monthly_69,0,2,45574,0.0,35316.0,1817.0,8397.0,44.0,0,2,5,5,3,6,4,0,0.0,43,16,4,19,4,0,0,2,0.0,0.0,0,6,0,0,0,0,8.0,0,237691,179359,37625,9476,10771,460,40,0
professional_monthly,0,5,45485,22242.0,1223.0,21998.0,8.0,14.0,0,1,4,8,3,5,7,0,0.0,12,2,1,0,9,0,0,1,0.0,0.0,0,5,11301,11301,2346,0,4.0,0,445459,84493,177714,95186,88007,59,72,0
professional_monthly_69,0,8,45356,312.0,313.0,334.0,18492.0,25905.0,1,4,7,23,5,3,7,2,0.13,40,3,3,19,15,0,0,7,0.0,0.0,6698,3,128,1,54,277,4.0,0,217618,1317,10503,11868,77605,116325,1,0
professional_monthly,0,9,45347,849.0,17075.0,27363.0,11.0,49.0,0,3,10,45,4,3,4,2,0.12,57,34,9,2,12,0,0,39,0.0,0.0,16298,3,69,2,495,13,16.0,0,479467,75651,396820,6629,8,359,7,3
professional_monthly_69,0,2,45056,6371.0,36736.0,1934.0,2.0,13.0,0,2,4,3,3,3,4,0,0.0,9,1,1,0,7,0,0,0,0.0,0.0,119,3,55,0,1025,1,6.0,0,123796,55292,22101,46353,0,50,19,0
professional_monthly,0,4,44952,2298.0,12648.0,14843.0,14941.0,222.0,0,7,5,16,3,9,4,4,0.36,41,8,6,12,15,0,0,2,0.0,0.0,12499,9,106,65,155,1558,7.0,0,259443,41953,129976,21872,64499,1143,55,1
business_annual,1,16,44920,5725.0,474.0,6242.0,1284.0,31195.0,1,3,5,49,15,14,2,20,0.83,83,0,24,4,16,38,1,2,0.0,0.0,18977,14,417,129,1617,27,8.0,0,485952,2448,237177,63354,9403,173570,10,8
professional_monthly,0,6,44913,410.0,6565.0,35391.0,1.0,2546.0,2,2,6,29,11,5,4,1,0.12,108,27,34,28,19,0,0,9,0.0,0.0,4612,5,9,2,40,15,13.0,0,392918,71551,227417,5274,69624,19052,42,0
business_annual,1,7,44727,262.0,1358.0,1818.0,39697.0,1592.0,1,2,3,8,4,4,4,3,0.27,16,5,4,7,0,0,0,1,0.0,0.0,16787,4,36,0,106,41,7.0,17,194759,4569,44003,3009,137009,6169,24,4
professional_annual,1,8,44533,247.0,11896.0,29084.0,398.0,2908.0,3,6,6,14,4,5,5,2,0.12,30,2,7,6,10,5,0,0,0.0,0.0,18196,5,26,2,84,27,16.0,0,257765,42108,193303,4998,3782,13574,77,1
business_monthly,0,1,44400,3855.0,6335.0,17769.0,14075.0,2366.0,0,4,6,13,14,5,8,10,0.62,83,20,18,17,26,1,1,12,0.0,0.0,238,5,993,671,1764,3092,7.0,660,296665,42224,132748,36725,72104,12864,105,8
professional_annual,1,1,44174,4164.0,20153.0,19851.0,2.0,4.0,1,3,6,2,3,3,4,0,0.0,113,57,53,2,1,0,0,0,0.0,0.0,1,3,0,0,0,0,4.0,0,145243,60575,77595,7054,2,17,134,0
business_monthly,0,40,43628,6436.0,3761.0,11413.0,9891.0,12127.0,6,2,5,140,5,4,5,0,0.0,11,0,3,2,6,0,0,9,0.0,0.0,53560,4,1256,279,1338,6420,3.0,26,400358,22229,206827,51294,67412,52596,9,1
professional_annual_49,1,14,43585,531.0,286.0,524.0,33186.0,9058.0,0,2,5,138,4,2,6,17,0.55,251,39,71,63,78,0,0,4,0.0,0.0,49408,2,26,2,247,352,3.0,0,973147,1687,33483,4902,884646,48429,14,2
professional_monthly,0,1,43451,26407.0,6035.0,10721.0,234.0,54.0,0,8,3,0,3,3,4,2,0.29,24,5,6,2,9,1,1,1,0.0,0.0,308,3,447,5,22420,438,6.0,0,183696,51441,43496,88007,488,264,6,0
professional_monthly,0,1,43278,0.0,0.0,0.0,43276.0,2.0,0,2,5,5,4,3,4,0,0.0,48,8,8,8,8,8,8,1,0.0,0.0,32957,3,0,0,0,0,5.0,0,183510,41,279,18,183165,7,9,0
professional_monthly,0,2,43005,792.0,15918.0,23296.0,946.0,2053.0,0,9,6,11,6,4,4,2,0.22,21,4,5,5,6,0,1,1,0.0,0.0,3597,4,140,1,20,105,4.0,0,151233,40677,89602,7499,1813,11642,172,0
professional_annual_49,1,1,42842,1.0,9511.0,31363.0,1967.0,0.0,0,2,4,2,3,3,4,1,1.0,2,1,0,1,0,0,0,1,0.0,0.0,2,3,0,0,0,0,7.0,0,84467,22399,60060,34,1959,15,15,1
professional_monthly_69,0,15,42833,5481.0,4926.0,5443.0,26495.0,488.0,2,3,12,6,5,4,4,0,0.0,140,35,35,35,35,0,0,9,0.0,0.0,0,4,603,24,2,5278,6.0,1,220123,22634,46462,56385,89410,5232,6,0
basic_annual,1,3,42818,143.0,1241.0,2368.0,38617.0,449.0,1,2,4,7,3,3,4,1,0.33,2,0,1,0,0,0,1,1,0.0,0.0,1252,3,27,1,17,7,27.0,0,73077,6018,20456,1023,42365,3215,32,0
basic_monthly,0,1,42326,3.0,1003.0,4174.0,37139.0,7.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,228,3,0,0,0,2,6.0,0,56262,5197,11653,15,39368,29,2,0
professional_annual_49,1,8,42025,805.0,14937.0,24826.0,99.0,1358.0,6,3,5,16,8,3,4,0,0.0,20,3,8,6,2,0,1,0,0.0,0.0,4438,3,39,1,25,796,6.0,0,145730,43725,85165,9590,305,6945,40,1
professional_monthly,0,4,41876,346.0,4898.0,32626.0,3262.0,744.0,1,5,4,22,4,3,4,6,0.55,79,8,26,24,21,0,0,3,0.0,0.0,8153,3,33,3,7,83,18.0,0,231389,14679,158770,2704,48121,7115,26,2
professional_annual,1,15,41775,31586.0,1248.0,8897.0,0.0,44.0,4,3,4,28,3,3,4,2,0.09,33,10,16,1,6,0,0,1,0.0,0.0,12878,3,4,0,30560,30447,3.0,0,219650,5993,140396,73111,0,150,122,1
professional_annual_49,1,35,41713,1724.0,3206.0,2873.0,33101.0,809.0,7,6,4,53,19,8,7,32,0.6,86,13,27,28,18,0,0,8,71.0,3.0,31956,8,396,261,92,1356,7.0,0,363266,13246,124107,16457,205288,4168,286,1
professional_annual,1,1,41412,11576.0,16974.0,12859.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,7,1,6,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,93933,42494,20668,30764,0,7,6,2
professional_annual_49,1,7,41382,20.0,4603.0,7387.0,380.0,28992.0,1,1,5,22,12,3,4,2,0.25,3,2,1,0,0,0,0,7,0.0,0.0,1588,3,1,0,3,3,8.0,0,192601,55994,39916,133,435,96123,2,0
professional_annual,1,4,41295,594.0,10093.0,30392.0,23.0,193.0,0,2,7,11,5,3,4,1,0.14,69,29,38,0,2,0,0,2,0.0,0.0,3495,3,17,0,7,135,10.0,0,188016,46385,134115,4862,1505,1149,19,1
professional_monthly,0,11,41227,876.0,10715.0,14571.0,8517.0,6548.0,2,2,4,74,5,6,4,0,0.0,5,1,4,0,0,0,0,2,0.0,0.0,73304,6,130,14,159,125,4.0,2,343977,34906,227042,6071,49006,26952,55,2
professional_monthly,0,38,41180,2597.0,5445.0,31475.0,1660.0,3.0,7,3,7,22,4,4,4,1,0.03,30,2,3,0,22,3,0,1,0.0,0.0,4708,4,741,0,1454,0,6.0,7,592483,150398,297766,109185,34929,205,20,0
professional_monthly,0,8,40830,12101.0,9540.0,19067.0,11.0,111.0,0,7,5,10,5,7,4,0,0.0,31,6,2,5,16,0,2,1,0.0,0.0,793,7,97,39,39,11486,5.0,1,156055,58347,40488,55863,930,427,35,0
professional_annual_49,1,9,39926,106.0,7384.0,180.0,32099.0,157.0,2,3,5,15,4,4,4,1,0.11,57,13,8,8,28,0,0,1,0.0,1.0,832,4,22,9,10,53,6.0,0,172946,8305,15409,1046,147343,843,15,2
business_annual_119,1,5,39889,622.0,525.0,695.0,37500.0,547.0,1,6,7,14,4,3,16,1,0.11,81,4,20,22,35,0,0,6,0.0,0.0,5041,3,3,0,1,124,17.0,0,165424,2172,89497,4603,65921,3231,16,3
professional_annual,1,3,39843,35.0,47.0,96.0,5921.0,33744.0,0,2,5,15,24,5,15,1,0.33,9,2,3,3,1,0,0,1,0.0,0.0,24093,5,10,1,2,23,6.0,0,261333,307,4231,305,91008,165482,138,2
professional_annual,1,1,39631,9.0,19037.0,91.0,20475.0,19.0,0,2,6,2,4,4,4,0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,1192,4,0,0,0,2,7.0,0,136238,38956,70441,60,26649,132,4,0
professional_monthly,0,3,39628,35.0,15093.0,24492.0,5.0,3.0,1,2,4,2,3,3,4,0,0.0,8,3,5,0,0,0,0,2,0.0,0.0,900,3,0,0,4,0,7.0,0,126133,39011,86619,299,197,7,9,0
professional_monthly,0,8,39578,1490.0,1403.0,20754.0,12709.0,3222.0,0,3,9,11,11,3,5,1,0.08,110,5,6,12,87,0,0,1,0.0,0.0,3840,3,96,0,676,49,30.0,0,374215,5666,289768,26532,36216,16033,3,1
professional_monthly_69,0,1,39550,418.0,22340.0,16738.0,20.0,34.0,0,23,12,5,3,3,4,0,0.0,7,4,1,1,1,0,0,0,0.0,0.0,232,3,0,0,0,0,4.0,0,264557,113907,94768,1798,53808,276,16,1
basic_annual,1,5,39163,23.0,3299.0,6230.0,29414.0,197.0,1,8,5,14,14,6,5,1,0.06,24,3,5,6,5,2,3,5,0.0,0.0,8,6,0,0,1,5,15.0,0,207797,10797,69668,231,126148,953,58,0
professional_annual_49,1,3,39027,147.0,243.0,241.0,36977.0,1419.0,1,2,4,3,3,4,6,2,0.67,7,2,0,5,0,0,0,1,0.0,0.0,1171,4,0,0,1,139,4.0,0,120126,28851,2463,786,80309,7717,12,0
business_annual_119,1,33,38990,1036.0,2496.0,2995.0,26100.0,6363.0,5,4,4,43,16,29,14,15,0.28,61,27,3,4,18,8,1,16,0.0,0.0,18069,29,422,379,247,219,11.0,3,340107,9961,66224,19794,207847,36281,44,2
professional_monthly,0,3,38852,63.0,20908.0,9541.0,8238.0,102.0,4,5,7,4,8,3,9,2,0.18,119,44,21,13,17,22,2,8,0.0,0.0,2844,3,1,1,22,21,16.0,20,127437,55246,43246,693,27441,811,49,2
professional_annual,1,12,38686,7415.0,1116.0,10088.0,1024.0,19043.0,0,3,6,43,4,4,4,11,0.73,106,1,7,5,92,0,1,3,0.0,0.0,34381,4,4254,4042,2817,4983,4.0,0,571177,9844,328274,129945,8304,94810,48,3
professional_monthly,0,1,38614,3.0,2180.0,36428.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,15,7,8,0,0,0,0,0,0.0,0.0,126,3,0,0,0,2,4.0,0,46791,4575,42195,15,0,6,8,0
professional_annual,1,15,38540,566.0,12882.0,15847.0,1502.0,7743.0,4,2,5,73,24,8,5,15,0.26,73,14,8,15,29,3,2,54,1379.0,7.0,17583,8,249,127,170,168,8.0,0,262823,69101,115705,5411,20487,52119,289,3
professional_monthly,0,14,38460,3484.0,10700.0,13616.0,4107.0,6553.0,2,4,3,27,11,6,4,10,0.53,35,14,17,4,0,0,0,1,0.0,0.0,35221,6,12,1,3575,43,6.0,3,250537,28757,141106,14659,21325,44690,14,2
professional_monthly,0,3,38423,65.0,12432.0,25678.0,4.0,244.0,6,11,8,9,15,10,8,0,0.0,50,12,14,4,5,8,7,0,0.0,0.0,3304,10,1,1,0,24,4.0,0,172594,76509,94472,429,26,1158,4,0
professional_monthly,0,2,38238,722.0,1053.0,1575.0,34686.0,202.0,1,9,5,15,9,6,5,0,0.0,32,1,5,16,10,0,0,0,0.0,0.0,405,6,17,3,5,531,11.0,0,73330,4042,16601,5612,46233,842,37,1
professional_annual,1,4,38228,675.0,1603.0,1957.0,4342.0,29651.0,1,4,4,7,4,7,4,4,0.8,32,3,3,9,17,0,0,3,0.0,0.0,31792,7,162,114,359,332,6.0,0,212781,14040,35942,6141,88297,68361,23,0
business_annual_119,1,9,38206,1558.0,12592.0,17766.0,6069.0,221.0,1,3,4,10,3,7,8,6,0.55,77,10,9,23,35,0,0,1,0.0,0.0,8048,7,962,683,224,0,4.0,0,175468,49406,76350,23929,24393,1390,39,2
basic_annual,1,1,38088,21.0,18785.0,19107.0,60.0,115.0,0,2,6,2,3,3,4,0,0.0,3,1,0,0,2,0,0,0,0.0,0.0,77,3,3,0,5,0,5.0,0,87882,40240,45700,257,1016,669,2,0
professional_monthly,0,2,37716,896.0,8745.0,27707.0,352.0,16.0,2,2,4,7,3,3,5,1,0.25,13,2,1,2,6,1,1,1,0.0,0.0,2414,3,848,0,35,3,6.0,0,166248,37381,80183,3818,10013,34853,5,0
professional_annual,1,8,37085,1842.0,9248.0,10151.0,107.0,15737.0,3,11,4,16,17,7,5,10,0.45,31,11,16,4,0,0,0,10,1.0,0.0,11410,7,332,318,286,1746,18.0,0,1575985,113465,800720,25499,536965,99336,10,2
professional_annual,1,2,36836,963.0,11171.0,23003.0,68.0,1631.0,0,9,4,10,4,6,4,2,0.22,16,3,2,3,5,0,3,1,0.0,0.0,11926,6,11,1,69,619,7.0,0,161640,46386,83560,15396,426,15872,7,0
professional_monthly,0,7,36429,1054.0,8220.0,24303.0,1.0,2851.0,2,6,5,8,7,6,4,0,0.0,34,29,0,0,5,0,0,1,0.0,0.0,8940,6,487,85,289,0,4.0,0,229668,29310,170480,8555,30,21293,11,1
professional_monthly,0,6,36355,162.0,1401.0,226.0,34549.0,17.0,0,26,4,11,3,3,4,0,0.0,5,1,4,0,0,0,0,1,0.0,0.0,37727,3,1,0,1,0,13.0,0,247996,3902,69331,1249,173432,82,162,1
professional_annual_49,1,16,36121,36.0,14181.0,21821.0,4.0,79.0,7,3,6,23,3,3,5,1,0.05,10,2,4,2,2,0,0,19,0.0,0.0,18140,3,9,1,6,2,5.0,0,213042,24894,187455,318,39,336,11,3
professional_monthly_69,0,10,35814,1492.0,15450.0,17751.0,526.0,595.0,3,2,6,14,3,3,6,0,0.0,28,4,4,7,13,0,0,5,0.0,0.0,4406,3,577,19,356,596,6.0,0,118469,26255,57462,11052,19835,3865,8,1
professional_annual_49,1,6,35633,351.0,1156.0,1673.0,32335.0,118.0,1,6,6,24,5,4,4,6,0.35,26,4,2,15,4,1,0,4,0.0,0.0,17840,4,25,1,20,257,12.0,0,120757,4675,79097,3097,33178,710,13,2
professional_monthly,0,4,35145,1942.0,5619.0,26303.0,1242.0,39.0,1,3,6,4,7,7,3,1,0.2,18,2,2,4,6,1,3,0,0.0,0.0,962,7,542,434,567,1079,9.0,0,105381,14622,68335,18934,1716,1774,5,1
professional_monthly_69,0,3,35108,19.0,12720.0,22334.0,12.0,23.0,0,2,4,3,3,3,4,0,0.0,10,0,1,0,9,0,0,0,0.0,0.0,680,3,2,0,0,5,7.0,0,98206,36779,61181,172,0,74,6,0
professional_annual_49,1,9,35087,226.0,12282.0,21841.0,480.0,258.0,2,3,4,27,5,8,2,11,0.79,25,8,2,6,6,1,2,4,0.0,0.0,2403,8,80,50,65,97,5.0,3,214082,66594,142771,1668,1773,1276,26,0
basic_monthly_24,0,2,35027,3.0,13739.0,21279.0,3.0,3.0,1,1,6,3,3,3,4,1,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,8.0,0,65523,21380,44120,15,2,6,9,0
professional_annual,1,11,34973,361.0,2489.0,1477.0,30224.0,422.0,9,5,8,12,5,5,4,1,0.06,29,2,8,5,8,3,3,4,1.0,0.0,1050,5,25,9,21,35,10.0,0,65868,6676,17245,3950,35372,2625,24,1
professional_annual,1,10,34971,2577.0,5293.0,3591.0,19662.0,3848.0,3,7,3,68,14,3,8,0,0.0,81,11,14,21,29,3,3,4,0.0,0.0,31187,3,147,2,65,1278,8.0,0,285171,20329,100095,36488,87543,40716,89,2
professional_monthly,0,1,34890,295.0,3482.0,7329.0,23669.0,115.0,3,7,4,25,4,3,4,15,0.38,28,17,2,3,6,0,0,16,0.0,0.0,10860,3,61,4,16,38,5.0,4,163971,37256,76411,3898,45814,592,41,1
basic_annual_19,1,1,34877,0.0,2126.0,32748.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,378,3,0,0,0,0,4.0,0,143388,6811,136549,18,4,6,6,0
professional_monthly,0,17,34791,4435.0,4594.0,4958.0,18463.0,2341.0,1,3,9,56,6,11,6,1,0.05,79,10,17,21,30,0,1,2,6.0,3.0,34925,11,3061,1578,322,160,7.0,0,365553,19257,129006,47152,159278,10860,24,1
basic_monthly,0,1,34760,24.0,2.0,29.0,34702.0,3.0,0,2,4,2,3,3,4,0,0.0,99,16,16,19,16,16,16,0,0.0,0.0,2,3,0,0,0,0,4.0,0,34979,24,137,130,34682,6,2,0
professional_monthly,0,6,34728,1493.0,14462.0,16786.0,15.0,1972.0,1,2,9,16,11,6,6,2,0.25,31,6,7,4,6,4,4,5,0.0,1.0,4316,6,54,10,824,913,11.0,6,217854,77531,119542,8753,232,11796,56,2
professional_annual_49,1,14,34495,2084.0,10313.0,18284.0,3164.0,650.0,1,12,7,22,3,3,6,0,0.0,95,34,6,10,30,9,6,1,0.0,0.0,9092,3,144,6,48,244,4.0,0,207845,55515,88527,25872,29188,8743,107,0
