PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
basic_monthly,0,1,570,1.0,4.0,541.0,0.0,24.0,0,2,4,0,3,3,4,0,0.0,20,0,2,0,9,9,0,0,0.0,0.0,10,3,0,0,0,1,4.0,0,1250,17,1073,47,0,113,1,0
professional_monthly,0,5,570,6.0,101.0,115.0,140.0,208.0,0,2,4,7,5,4,10,0,0.0,1,1,0,0,0,0,0,3,0.0,0.0,11383,4,0,0,0,2,10.0,0,30737,835,26581,60,2223,1038,1,0
professional_monthly,0,2,570,14.0,55.0,88.0,293.0,120.0,2,2,4,5,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,5195,3,3,0,1,4,4.0,0,3947,192,1415,105,1825,410,4,0
basic_annual,1,1,570,77.0,121.0,220.0,146.0,6.0,0,2,3,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,276,3,4,0,42,40,4.0,0,16983,520,12836,584,3021,22,1,1
professional_annual_49,1,3,570,51.0,128.0,349.0,2.0,40.0,0,3,6,3,4,3,4,0,0.0,36,14,5,8,9,0,0,0,0.0,0.0,751,3,11,10,13,44,7.0,9,13305,731,11753,595,7,219,2,1
professional_annual_49,1,3,570,142.0,146.0,166.0,113.0,3.0,1,4,4,5,3,3,4,0,0.0,23,6,5,5,5,1,1,2,0.0,0.0,756,3,0,0,19,0,4.0,0,6110,620,3800,947,597,146,1,0
professional_monthly,0,1,569,15.0,40.0,462.0,3.0,49.0,0,2,4,2,7,3,4,0,0.0,20,0,0,3,12,3,2,2,0.0,0.0,69,3,3,3,10,1,6.0,0,6185,187,5385,256,10,347,1,0
professional_monthly,0,1,569,95.0,39.0,173.0,70.0,192.0,1,8,4,2,6,3,3,0,0.0,36,6,6,6,6,6,6,1,0.0,0.0,0,3,1,0,4,1,17.0,0,5446,150,839,520,291,3646,1,0
basic_annual,1,2,569,3.0,231.0,325.0,0.0,10.0,0,2,4,4,6,3,4,0,0.0,2,2,0,0,0,0,0,0,0.0,0.0,3,3,0,0,0,2,7.0,0,4656,795,3809,15,0,37,1,0
professional_monthly,0,2,569,0.0,258.0,303.0,1.0,7.0,1,2,4,3,4,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,96,3,0,0,0,0,4.0,0,2613,843,1683,18,31,38,1,1
basic_monthly_24,0,1,569,3.0,18.0,15.0,241.0,292.0,0,2,4,3,3,3,4,0,0.0,1,0,0,1,0,0,0,1,0.0,0.0,0,3,0,0,0,1,4.0,16,3155,63,117,33,1504,1438,1,0
basic_annual,1,2,568,92.0,34.0,93.0,346.0,3.0,1,5,5,4,3,3,6,0,0.0,10,0,5,5,0,0,0,0,0.0,0.0,185,3,1,0,0,63,9.0,0,3182,148,1337,529,1152,16,3,0
professional_monthly,0,2,568,70.0,77.0,237.0,38.0,146.0,0,4,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,214,3,1,0,3,0,5.0,0,4307,319,2359,508,477,644,1,1
basic_monthly,0,1,568,17.0,27.0,298.0,69.0,157.0,0,3,3,2,5,3,6,0,0.0,10,1,3,5,0,1,0,1,0.0,0.0,26,3,0,0,11,2,7.0,0,3992,264,2323,138,418,849,12,0
basic_monthly,0,3,568,38.0,223.0,279.0,0.0,28.0,1,1,5,4,7,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,5,0,16,4,9.0,0,6107,779,4862,303,4,159,1,0
basic_annual_19,1,3,568,156.0,145.0,242.0,5.0,20.0,0,5,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,62,3,4,1,21,31,4.0,0,7144,668,5274,1076,44,82,1,2
professional_monthly_69,0,2,568,7.0,214.0,337.0,3.0,7.0,1,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,229,3,0,0,0,1,4.0,0,1882,322,1351,51,136,22,7,0
professional_annual,1,3,567,78.0,62.0,133.0,20.0,274.0,0,2,6,3,5,4,4,2,1.0,9,2,2,0,3,2,0,1,0.0,0.0,2585,4,1,1,36,22,5.0,10,11360,461,7961,1222,216,1500,3,1
basic_monthly,0,4,567,162.0,84.0,247.0,60.0,14.0,2,2,5,5,3,3,4,0,0.0,9,0,4,1,3,1,0,1,0.0,0.0,134,3,14,1,20,68,4.0,0,12006,477,7838,1590,1962,139,4,0
professional_monthly,0,1,567,142.0,42.0,105.0,0.0,278.0,0,5,5,2,4,3,4,1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,8,0,30,6,10.0,0,6118,263,2469,1380,0,2006,1,0
professional_monthly,0,5,567,10.0,105.0,152.0,163.0,137.0,0,3,5,8,5,3,8,1,0.17,50,11,12,3,3,12,9,2,0.0,0.0,4938,3,2,0,1,10,10.0,0,11587,368,9376,177,951,715,1,0
professional_monthly_69,0,2,567,11.0,293.0,124.0,46.0,93.0,0,2,4,3,5,3,4,0,0.0,2,2,0,0,0,0,0,0,0.0,0.0,5,3,0,0,0,7,4.0,0,3080,1013,1260,78,167,562,4,0
professional_monthly,0,4,566,225.0,46.0,123.0,169.0,3.0,1,2,5,5,3,3,4,0,0.0,16,0,5,6,2,0,3,1,0.0,0.0,310,3,0,0,0,20,4.0,0,12031,340,1618,909,9158,6,8,0
professional_monthly,0,6,566,128.0,137.0,209.0,14.0,78.0,0,3,3,8,4,7,4,1,0.11,1,0,1,0,0,0,0,0,0.0,0.0,1739,7,25,12,36,61,7.0,0,9965,661,7454,1211,205,434,1,2
basic_annual,1,1,566,56.0,100.0,92.0,56.0,262.0,0,2,6,3,6,3,4,1,0.5,7,3,2,2,0,0,0,5,0.0,0.0,46,3,10,0,1,33,15.0,0,8992,1467,4063,1397,216,1849,17,0
basic_monthly_24,0,2,566,3.0,162.0,207.0,1.0,193.0,1,2,4,5,4,3,4,0,0.0,2,1,0,1,0,0,0,0,0.0,0.0,63,3,0,0,0,0,9.0,0,9077,810,6775,18,6,1468,1,0
professional_monthly_69,0,1,566,3.0,204.0,351.0,2.0,6.0,0,1,9,2,3,3,4,0,0.0,380,77,77,77,77,36,36,0,0.0,0.0,3,3,0,0,0,2,8.0,0,2128,420,1670,15,0,23,12,0
basic_monthly,0,1,565,11.0,534.0,11.0,0.0,9.0,0,2,4,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,10,9,4.0,0,1596,1408,74,79,0,35,1,0
basic_monthly,0,1,565,5.0,205.0,354.0,1.0,0.0,0,2,7,2,4,0,3,0,0.0,18,5,4,0,3,3,3,0,0.0,0.0,0,0,0,0,0,0,10.0,0,2370,1015,1212,87,7,49,1,0
professional_annual,1,5,565,75.0,108.0,339.0,0.0,43.0,0,2,5,8,4,4,4,4,0.5,0,0,0,0,0,0,0,1,0.0,0.0,7690,4,30,10,18,0,4.0,0,17584,780,15523,1090,0,191,1,1
basic_monthly_24,0,3,565,120.0,200.0,240.0,2.0,3.0,0,2,5,3,4,3,4,0,0.0,5,2,0,0,0,3,0,0,0.0,0.0,40,3,1,0,0,1,7.0,0,14779,1046,12743,969,15,6,3,0
professional_monthly_69,0,3,565,152.0,127.0,188.0,2.0,96.0,7,5,4,5,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1190,3,40,0,7,2,8.0,0,6548,595,4229,1259,15,450,1,2
professional_monthly_69,0,2,565,4.0,27.0,427.0,86.0,21.0,0,2,10,4,3,3,4,1,0.33,3,0,2,1,0,0,0,0,0.0,0.0,382,3,0,0,0,0,8.0,0,7885,76,7079,25,630,75,1,0
basic_monthly_24,0,1,564,84.0,161.0,252.0,16.0,51.0,0,2,4,2,5,3,4,0,0.0,66,13,15,13,12,0,13,0,0.0,0.0,8,3,0,0,0,0,10.0,0,10635,636,8494,776,342,387,6,0
basic_annual,1,1,563,27.0,239.0,294.0,0.0,3.0,0,3,5,2,4,6,4,0,0.0,6,1,0,0,5,0,0,2,0.0,0.0,47,6,1,0,7,1,9.0,0,3754,729,2836,182,0,7,7,0
professional_annual,1,3,563,2.0,43.0,67.0,451.0,0.0,2,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1645,3,0,0,0,0,7.0,0,2754,162,2029,27,527,9,3,0
professional_monthly,0,2,562,67.0,65.0,72.0,354.0,4.0,0,6,7,3,3,3,4,0,0.0,9,0,6,3,0,0,0,2,0.0,0.0,1381,3,17,0,11,42,4.0,0,6630,892,3113,470,2145,10,2,0
professional_monthly,0,3,562,137.0,137.0,140.0,136.0,12.0,0,3,5,4,3,3,4,0,0.0,7,1,1,2,1,1,1,0,0.0,0.0,96,3,1,0,0,2,4.0,0,3854,558,2278,943,21,54,4,0
professional_monthly,0,1,562,20.0,195.0,272.0,53.0,22.0,0,2,4,5,6,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,384,3,0,0,6,5,8.0,0,15385,846,13959,237,233,110,1,0
basic_monthly,0,2,562,3.0,9.0,539.0,1.0,10.0,0,6,5,2,8,3,4,0,0.0,6,1,1,1,1,1,1,0,0.0,0.0,0,3,0,0,0,2,16.0,0,1422,51,1307,17,2,45,2,0
professional_monthly,0,6,562,163.0,166.0,219.0,5.0,9.0,3,5,6,11,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4719,3,25,0,10,2,4.0,0,6797,696,4811,1256,2,32,1,0
basic_annual,1,1,561,11.0,220.0,108.0,192.0,30.0,0,3,10,0,3,3,4,0,0.0,9,2,3,4,0,0,0,0,0.0,0.0,52,3,0,0,3,4,6.0,36,3380,962,1565,101,549,203,5,0
basic_annual,1,1,561,11.0,208.0,322.0,0.0,20.0,0,3,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,116,3,2,0,2,8,10.0,0,13804,730,12861,87,0,126,1,0
professional_annual,1,2,561,26.0,126.0,345.0,2.0,62.0,0,2,4,3,3,3,4,1,0.25,0,0,0,0,0,0,0,0,0.0,0.0,1316,3,0,0,4,1,6.0,0,11562,612,10397,219,2,332,1,0
professional_annual,1,1,561,51.0,66.0,83.0,350.0,11.0,0,3,5,2,3,3,4,0,0.0,10,1,0,6,3,0,0,0,0.0,0.0,4,3,0,0,1,6,9.0,0,6652,278,3918,356,2062,38,2,0
basic_monthly_24,0,1,561,6.0,374.0,159.0,0.0,22.0,1,4,5,4,4,3,4,0,0.0,4,4,0,0,0,0,0,15,0.0,0.0,150,3,0,0,0,0,6.0,0,3480,1010,2311,43,19,97,1,0
basic_monthly_24,0,3,560,149.0,95.0,179.0,0.0,137.0,0,2,4,5,3,3,4,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,1,3,39,0,16,3,4.0,0,7711,419,5386,1142,0,764,1,0
basic_annual_19,1,1,560,31.0,105.0,50.0,2.0,372.0,0,4,4,2,4,5,4,0,0.0,5,2,1,1,1,0,0,2,0.0,0.0,3,5,2,1,0,2,5.0,0,5569,910,497,458,0,3704,1,0
professional_annual_49,1,1,560,38.0,156.0,258.0,2.0,106.0,0,2,9,2,6,4,4,0,0.0,1,0,0,0,1,0,0,3,0.0,0.0,5,4,4,0,19,9,17.0,0,2744,599,894,603,0,648,2,1
basic_annual_19,1,3,560,42.0,80.0,91.0,302.0,45.0,1,3,4,3,3,3,4,0,0.0,3,1,0,2,0,0,0,0,0.0,0.0,2,3,0,0,4,5,5.0,0,3614,333,1917,367,777,220,1,0
basic_monthly,0,1,559,7.0,17.0,19.0,514.0,2.0,0,3,3,2,3,3,5,0,0.0,7,1,1,2,1,1,1,0,0.0,0.0,40,3,0,0,0,0,4.0,0,1239,64,331,51,783,10,1,0
basic_annual,1,3,559,16.0,92.0,96.0,0.0,355.0,0,2,4,4,3,3,4,0,0.0,3,0,0,0,0,0,3,0,0.0,0.0,196,3,0,0,1,2,6.0,1,16293,601,13827,138,0,1727,1,0
basic_monthly,0,2,559,6.0,223.0,291.0,23.0,16.0,0,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4,3,0,0,0,3,11.0,0,3646,543,2563,30,433,77,3,0
professional_annual,1,2,559,179.0,154.0,210.0,11.0,5.0,0,3,6,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,441,3,2,0,56,2,4.0,0,4085,642,2230,1073,127,13,1,1
basic_annual_19,1,2,559,45.0,62.0,83.0,363.0,6.0,0,3,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,158,3,4,1,2,1,5.0,0,16778,234,5613,326,10587,18,2,0
professional_annual_49,1,8,559,75.0,113.0,254.0,39.0,78.0,4,8,4,27,4,3,4,0,0.0,3,0,1,2,0,0,0,4,0.0,0.0,566,3,1,0,3,1,11.0,0,23162,456,19292,609,2434,371,4,0
professional_annual_49,1,1,559,3.0,42.0,499.0,3.0,12.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,339,3,0,0,0,2,4.0,0,2682,168,2445,15,5,49,2,0
basic_monthly,0,2,558,0.0,83.0,450.0,0.0,25.0,1,1,5,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,11.0,0,14655,673,13799,18,0,165,5,0
professional_monthly,0,4,558,65.0,179.0,119.0,192.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,323,3,8,0,11,52,4.0,0,14376,472,11778,428,1686,12,8,0
professional_annual,1,15,558,5.0,66.0,443.0,39.0,5.0,5,3,3,11,7,3,4,3,0.17,13,7,3,3,0,0,0,2,0.0,0.0,128,3,0,0,0,0,5.0,0,13078,4074,7556,224,555,669,13,0
basic_annual_19,1,3,558,65.0,167.0,194.0,91.0,41.0,1,2,5,8,4,3,4,1,0.25,4,1,1,1,1,0,0,0,0.0,0.0,2,3,6,1,17,40,6.0,0,5501,687,3619,408,331,456,2,0
basic_annual_19,1,3,558,6.0,276.0,206.0,1.0,69.0,1,2,4,4,9,3,4,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,47,3,0,0,0,1,10.0,0,4285,1009,2654,54,25,543,1,0
basic_monthly_24,0,1,558,3.0,45.0,490.0,2.0,18.0,0,2,4,3,3,3,4,0,0.0,10,3,4,3,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,1617,508,1024,15,0,70,1,0
basic_monthly,0,1,557,5.0,497.0,35.0,3.0,17.0,0,3,5,3,4,3,4,0,0.0,6,1,1,1,1,1,1,0,0.0,0.0,31,3,0,0,0,0,7.0,3,3907,2946,813,23,30,95,4,0
professional_annual_49,1,2,557,0.0,252.0,267.0,1.0,37.0,0,1,4,3,3,3,4,0,0.0,1,0,1,0,0,0,0,1,0.0,0.0,2257,3,0,0,0,0,10.0,0,8835,708,7488,471,17,151,2,1
basic_monthly,0,2,556,1.0,500.0,27.0,0.0,28.0,1,2,4,0,3,3,4,0,0.0,20,13,7,0,0,0,0,0,0.0,0.0,1,3,0,0,0,0,4.0,0,1430,582,691,27,0,130,5,0
basic_monthly,0,4,556,36.0,112.0,135.0,57.0,216.0,0,3,5,5,3,3,4,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0,3,10,2,3,4,4.0,0,2781,347,796,278,232,1128,6,0
professional_monthly,0,1,556,6.0,99.0,370.0,9.0,72.0,1,2,4,2,4,3,4,0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,317,3,0,0,1,3,6.0,0,10890,446,9823,53,153,415,1,0
professional_annual,1,1,556,67.0,132.0,328.0,8.0,21.0,0,2,6,2,3,3,4,0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,1789,3,10,0,24,22,6.0,2,6817,616,5492,551,53,105,1,0
basic_annual_19,1,2,556,171.0,151.0,209.0,12.0,13.0,1,2,6,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,117,3,0,0,0,2,4.0,0,7049,570,5283,884,265,47,2,0
basic_annual,1,2,555,3.0,97.0,442.0,3.0,10.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,5234,329,4848,15,6,36,1,0
basic_annual,1,1,555,15.0,55.0,81.0,378.0,26.0,0,2,4,4,3,3,4,0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,2770,3,1,0,1,10,5.0,0,12664,225,7829,91,4334,185,6,0
basic_monthly,0,1,555,28.0,219.0,139.0,132.0,37.0,1,2,5,2,6,3,4,1,1.0,8,2,2,2,2,0,0,0,0.0,0.0,9,3,0,0,11,23,7.0,0,4897,641,3670,190,144,252,3,0
basic_annual_19,1,1,555,77.0,164.0,223.0,30.0,61.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,7,3,2,0,38,48,4.0,0,6494,651,4818,512,236,277,1,0
basic_annual_19,1,1,555,7.0,205.0,269.0,43.0,31.0,0,3,4,3,5,4,5,0,0.0,5,1,4,0,0,0,0,1,0.0,0.0,76,4,0,0,5,6,8.0,0,5837,491,4935,89,174,148,3,2
professional_monthly,0,1,554,0.0,0.0,0.0,551.0,3.0,0,2,4,0,3,3,3,0,0.0,40,0,0,20,20,0,0,0,0.0,0.0,0,3,0,0,0,0,4.0,0,968,16,22,18,906,6,3,1
basic_annual,1,2,554,190.0,107.0,175.0,22.0,60.0,0,2,8,3,3,3,4,0,0.0,20,2,1,5,5,4,3,0,0.0,0.0,2,3,15,0,12,1,5.0,0,4836,507,2632,1353,96,248,1,0
basic_monthly,0,1,554,30.0,87.0,129.0,194.0,114.0,0,2,4,2,5,4,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,41,4,5,0,8,24,6.0,0,5704,284,3408,250,1100,662,1,0
basic_monthly,0,3,554,57.0,114.0,292.0,12.0,79.0,0,3,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,5,1,15,0,4.0,0,6248,551,4657,454,131,455,5,0
basic_monthly,0,5,554,121.0,154.0,194.0,34.0,51.0,1,4,5,5,3,3,4,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0,3,11,0,1,105,5.0,0,9858,603,7969,819,208,259,1,0
professional_monthly_69,0,5,554,68.0,113.0,288.0,67.0,18.0,0,2,6,5,6,3,8,0,0.0,3,0,2,1,0,0,0,0,0.0,0.0,87,3,9,5,29,58,11.0,0,17988,544,16097,738,505,104,1,1
professional_annual_49,1,1,554,4.0,10.0,37.0,280.0,223.0,0,1,5,2,3,3,4,0,0.0,12,1,4,4,3,0,0,2,0.0,0.0,9,3,0,0,1,0,4.0,0,7071,52,2121,55,3684,1159,1,2
professional_monthly_69,0,4,554,27.0,172.0,296.0,0.0,59.0,1,8,3,4,3,3,4,0,0.0,2,0,1,0,1,0,0,1,0.0,0.0,94,3,0,0,1,0,15.0,0,18454,495,17503,205,2,249,7,0
basic_annual_19,1,3,554,9.0,187.0,347.0,2.0,9.0,1,2,4,4,3,3,4,0,0.0,4,2,2,0,0,0,0,0,0.0,0.0,37,3,0,0,0,4,7.0,0,3790,470,3238,54,1,27,2,0
professional_annual,1,1,553,101.0,198.0,104.0,24.0,126.0,0,2,6,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,37,3,7,0,89,64,6.0,0,2825,648,829,565,89,694,1,0
basic_monthly,0,2,553,22.0,24.0,502.0,0.0,5.0,0,2,4,6,6,3,4,0,0.0,31,1,28,2,0,0,0,1,0.0,0.0,25,3,4,0,5,0,7.0,0,3070,79,2844,121,4,22,1,0
basic_monthly,0,3,553,12.0,177.0,219.0,137.0,8.0,0,2,4,3,3,3,5,0,0.0,2,0,0,2,0,0,0,1,0.0,0.0,511,3,0,0,0,7,18.0,0,9968,564,8455,59,860,30,1,0
basic_monthly,0,1,552,8.0,19.0,521.0,0.0,4.0,0,2,4,0,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,18,3,0,0,1,1,6.0,0,2513,84,2327,70,0,32,1,0
basic_monthly,0,4,552,171.0,125.0,149.0,69.0,38.0,1,2,6,6,3,3,5,0,0.0,6,1,1,1,1,1,1,0,0.0,0.0,102,3,19,5,33,137,11.0,0,29136,593,25737,1449,1079,278,2,0
professional_annual,1,2,552,15.0,14.0,289.0,201.0,33.0,0,3,3,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,664,3,0,0,2,3,4.0,0,3454,79,2691,111,393,180,1,0
basic_annual,1,1,551,13.0,22.0,142.0,217.0,157.0,0,2,5,2,3,3,4,1,0.5,18,3,3,3,3,3,3,0,0.0,0.0,3,3,0,0,0,9,8.0,0,4157,115,1310,151,1323,1258,1,0
basic_annual,1,1,551,38.0,104.0,165.0,128.0,116.0,0,3,5,3,3,3,4,0,0.0,1,1,0,0,0,0,0,1,0.0,0.0,105,3,0,0,8,0,6.0,0,18320,586,15628,1095,395,616,1,0
basic_monthly,0,1,551,57.0,135.0,171.0,140.0,48.0,0,2,3,2,3,3,4,0,0.0,11,5,1,5,0,0,0,0,0.0,0.0,62,3,8,2,22,27,9.0,0,29380,732,25266,638,2446,298,4,1
professional_annual_49,1,1,551,58.0,115.0,212.0,45.0,121.0,0,4,6,2,3,3,7,0,0.0,30,2,2,7,13,5,1,2,0.0,0.0,1412,3,18,1,4,0,11.0,0,8167,479,6088,763,112,725,1,0
basic_monthly_24,0,1,551,13.0,152.0,363.0,7.0,16.0,0,2,4,3,3,3,4,0,0.0,4,0,4,0,0,0,0,0,0.0,0.0,61,3,0,0,2,0,5.0,0,8673,1612,6710,111,69,171,13,0
professional_monthly,0,1,550,140.0,53.0,110.0,1.0,246.0,0,3,3,2,5,3,4,0,0.0,70,18,12,6,12,12,10,2,0.0,0.0,0,3,39,1,42,2,4.0,0,18085,424,14028,2024,15,1594,1,0
professional_annual,1,1,550,48.0,424.0,68.0,0.0,10.0,1,2,5,2,4,4,4,0,0.0,6,3,0,0,3,0,0,1,0.0,0.0,287,4,5,3,28,35,4.0,0,3941,578,2944,370,0,49,1,0
basic_monthly,0,1,550,5.0,90.0,448.0,0.0,7.0,0,4,4,0,4,3,4,0,0.0,6,2,2,0,1,1,0,0,0.0,0.0,0,3,0,0,0,2,7.0,0,9747,269,9413,36,0,29,2,0
basic_annual,1,1,550,19.0,65.0,90.0,362.0,14.0,0,2,5,2,5,3,5,0,0.0,5,1,1,2,1,0,0,0,0.0,0.0,318,3,6,2,4,12,4.0,4,9744,313,5456,190,3703,82,10,0
basic_monthly,0,3,550,91.0,135.0,201.0,15.0,108.0,2,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,408,3,9,4,17,38,4.0,0,15952,564,14042,584,157,605,1,0
professional_annual,1,1,550,57.0,61.0,402.0,0.0,30.0,0,4,4,3,5,4,4,0,0.0,10,0,3,3,2,0,2,2,0.0,0.0,7,4,0,0,1,0,6.0,7,6859,146,6276,252,0,185,5,0
basic_annual,1,1,550,34.0,35.0,158.0,286.0,37.0,0,4,6,2,4,3,5,0,0.0,7,2,1,2,2,0,0,1,0.0,0.0,313,3,0,0,3,25,5.0,0,21180,133,16446,189,4274,138,4,0
basic_annual,1,4,550,15.0,209.0,320.0,2.0,4.0,0,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,21,3,0,0,0,2,8.0,0,11224,576,10585,50,2,11,4,0
basic_monthly,0,1,550,55.0,115.0,212.0,12.0,156.0,0,2,4,19,4,3,4,0,0.0,7,1,2,1,1,1,1,2,0.0,0.0,44,3,5,0,5,2,4.0,0,9065,565,6237,779,142,1342,1,0
professional_monthly,0,12,550,35.0,115.0,209.0,24.0,167.0,2,5,6,10,5,10,4,0,0.0,10,2,2,1,1,2,2,2,0.0,0.0,3233,10,3,3,7,27,7.0,0,18182,397,16046,514,487,738,2,0
basic_monthly_24,0,1,549,70.0,113.0,315.0,5.0,46.0,1,1,10,4,3,5,4,0,0.0,8,1,1,0,2,2,2,1,0.0,0.0,222,5,3,0,37,0,6.0,0,5537,331,3923,855,203,225,1,0
business_annual_119,1,3,549,23.0,95.0,426.0,1.0,4.0,0,2,4,3,3,3,4,1,0.33,0,0,0,0,0,0,0,0,0.0,0.0,183,3,7,1,5,2,4.0,0,3633,1302,2095,222,4,10,4,0
basic_annual_19,1,3,549,43.0,253.0,149.0,78.0,26.0,0,7,5,4,4,3,4,1,0.14,15,2,1,0,12,0,0,0,0.0,0.0,0,3,1,0,0,13,11.0,0,6488,997,5013,291,77,110,3,1
basic_monthly,0,2,548,2.0,232.0,298.0,0.0,16.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,9,3,0,0,0,1,7.0,0,19210,636,18486,26,0,62,1,0
basic_monthly,0,1,548,15.0,206.0,275.0,0.0,52.0,0,2,5,2,6,3,4,0,0.0,16,4,5,0,2,2,3,0,0.0,0.0,39,3,0,0,2,3,6.0,0,9105,726,7965,120,0,294,1,0
basic_annual,1,1,548,3.0,11.0,531.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,20,0,19,0,0,0,1,0,0.0,0.0,0,3,0,0,0,2,4.0,0,6059,129,5909,15,0,6,10,0
basic_monthly,0,4,548,35.0,244.0,267.0,0.0,2.0,0,2,3,6,3,4,4,0,0.0,4,2,2,0,0,0,0,0,0.0,0.0,435,4,3,1,4,13,6.0,0,17065,734,16130,190,4,7,2,0
basic_annual,1,2,548,115.0,132.0,170.0,18.0,113.0,0,3,4,5,3,3,4,1,0.33,4,2,0,0,2,0,0,0,0.0,0.0,289,3,29,0,32,2,4.0,0,10942,565,8398,1184,196,599,1,0
professional_monthly_69,0,1,548,5.0,150.0,253.0,5.0,135.0,0,2,4,2,4,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2589,3,0,0,0,2,4.0,0,16376,481,15023,26,92,754,1,0
basic_annual_19,1,1,548,12.0,188.0,215.0,128.0,5.0,0,2,4,2,3,3,4,0,0.0,4,2,2,0,0,0,0,0,0.0,0.0,43,3,2,0,0,2,4.0,0,2053,474,992,88,483,16,2,0
professional_monthly_69,0,3,548,80.0,136.0,319.0,0.0,13.0,0,2,3,3,3,4,4,0,0.0,19,2,5,2,6,4,0,0,0.0,0.0,658,4,0,0,2,6,6.0,0,5758,816,4490,402,2,48,3,0
basic_monthly,0,1,547,211.0,84.0,248.0,0.0,4.0,0,2,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,74,0,40,0,5.0,0,9395,349,7749,1285,0,12,1,0
basic_monthly,0,5,547,6.0,295.0,184.0,39.0,23.0,1,2,5,5,5,3,4,1,0.2,4,2,2,0,0,0,0,0,0.0,0.0,0,3,0,0,1,3,7.0,0,1849,820,751,48,111,119,4,0
basic_monthly_24,0,1,547,30.0,128.0,343.0,34.0,12.0,0,2,5,2,6,3,5,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0,3,0,0,4,13,15.0,0,9439,448,7977,307,610,97,2,1
